num_frames_total,num_valid_track_frames,primary_track_id,track_area_ratio,mean_confidence,min_confidence,filepath,class_name,split,status,selection_method
27,27,1,0.2984268695622031,0.6686387062072754,0.2463200092315673,00_Short Serve/2022-08-30_18-27-08_dataset_set1_000_000430_000457_A_00.mp4,00_Short Serve,train,ok,
28,28,1,0.3629448980358243,0.6876826286315918,0.3108265697956085,00_Short Serve/2022-08-30_18-27-08_dataset_set1_002_000666_000694_B_00.mp4,00_Short Serve,train,ok,
30,30,1,0.3598843022602797,0.6790849566459656,0.2973394095897674,00_Short Serve/2022-08-30_18-27-08_dataset_set1_005_000917_000947_A_00.mp4,00_Short Serve,train,ok,
21,21,1,0.4548001489738534,0.6754350066184998,0.3071495592594147,00_Short Serve/2022-08-30_18-27-08_dataset_set1_009_001241_001262_B_00.mp4,00_Short Serve,train,ok,
24,24,1,0.3803223270501538,0.6986517906188965,0.2968472838401794,00_Short Serve/2022-08-30_18-27-08_dataset_set1_012_001497_001521_B_00.mp4,00_Short Serve,val,ok,
24,24,1,0.5384641530370496,0.6500067114830017,0.199702188372612,00_Short Serve/2022-08-30_18-27-08_dataset_set1_016_001830_001854_B_00.mp4,00_Short Serve,train,ok,
30,30,1,0.4285043551693517,0.6853933334350586,0.2890408039093017,00_Short Serve/2022-08-30_18-27-08_dataset_set1_019_002111_002141_B_00.mp4,00_Short Serve,val,ok,
25,25,1,0.3063463166295309,0.6646935343742371,0.2571605443954468,00_Short Serve/2022-08-30_18-27-08_dataset_set1_020_002326_002351_A_00.mp4,00_Short Serve,train,ok,
31,31,1,0.358079904328885,0.6793050169944763,0.2921901345252991,00_Short Serve/2022-08-30_18-27-08_dataset_set1_023_002668_002699_A_00.mp4,00_Short Serve,train,ok,
23,23,1,0.2936971945608049,0.6703767776489258,0.1603453457355499,00_Short Serve/2022-08-30_18-27-08_dataset_set1_029_003080_003103_A_00.mp4,00_Short Serve,train,ok,
24,24,1,0.5087149154162272,0.6609798073768616,0.2472707480192184,00_Short Serve/2022-08-30_18-27-08_dataset_set1_038_003557_003581_B_00.mp4,00_Short Serve,test,ok,
28,28,1,0.5032377469680439,0.6603026390075684,0.1881902813911438,00_Short Serve/2022-08-30_18-27-08_dataset_set1_041_003867_003895_B_00.mp4,00_Short Serve,train,ok,
38,38,1,0.3628319084515208,0.6698742508888245,0.2677275240421295,00_Short Serve/2022-08-30_18-27-08_dataset_set1_044_004166_004204_A_00.mp4,00_Short Serve,val,ok,
34,34,1,0.3203941209927956,0.6516841053962708,0.275278627872467,00_Short Serve/2022-08-30_18-27-08_dataset_set1_050_004623_004657_A_00.mp4,00_Short Serve,train,ok,
27,27,1,0.4790225780087751,0.6579081416130066,0.1960456371307373,00_Short Serve/2022-08-30_18-27-08_dataset_set1_052_004912_004939_B_00.mp4,00_Short Serve,train,ok,
25,25,2,0.4102670924333888,0.6687399744987488,0.278279572725296,00_Short Serve/2022-08-30_18-27-08_dataset_set1_066_005513_005538_B_00.mp4,00_Short Serve,train,ok,
22,22,1,0.4979091819550582,0.6547850370407104,0.2870952188968658,00_Short Serve/2022-08-30_18-27-08_dataset_set1_069_005828_005850_B_00.mp4,00_Short Serve,train,ok,
24,24,1,0.3977628797208927,0.6641770601272583,0.2474119067192077,00_Short Serve/2022-08-30_18-27-08_dataset_set1_073_006268_006292_B_00.mp4,00_Short Serve,train,ok,
22,22,1,0.5299144357991629,0.6526902318000793,0.2589136958122253,00_Short Serve/2022-08-30_18-27-08_dataset_set1_078_006666_006688_B_00.mp4,00_Short Serve,train,ok,
29,29,1,0.3404193380203437,0.6730078458786011,0.2788910865783691,00_Short Serve/2022-08-30_18-27-08_dataset_set1_083_007041_007070_A_00.mp4,00_Short Serve,test,ok,
24,24,1,0.314409844306114,0.6514788269996643,0.2586735486984253,00_Short Serve/2022-08-30_18-27-08_dataset_set1_087_007353_007377_A_00.mp4,00_Short Serve,test,ok,
30,30,1,0.3498732988393944,0.667319118976593,0.321554571390152,00_Short Serve/2022-08-30_18-27-08_dataset_set1_097_007886_007916_A_00.mp4,00_Short Serve,train,ok,
21,21,1,0.3652134393216473,0.6801839470863342,0.3187852203845978,00_Short Serve/2022-08-30_18-27-08_dataset_set1_107_008412_008433_B_00.mp4,00_Short Serve,train,ok,
27,27,1,0.3016119357115987,0.6516105532646179,0.2618873417377472,00_Short Serve/2022-08-30_18-27-08_dataset_set1_112_008829_008856_A_00.mp4,00_Short Serve,train,ok,
27,27,1,0.3929173729258444,0.6754220724105835,0.3202277421951294,00_Short Serve/2022-08-30_18-27-08_dataset_set1_116_009215_009242_A_00.mp4,00_Short Serve,train,ok,
21,21,1,0.5056557328592269,0.6444048881530762,0.1284172236919403,00_Short Serve/2022-08-30_18-27-08_dataset_set1_128_009837_009858_B_00.mp4,00_Short Serve,train,ok,
23,23,1,0.3298519630571047,0.6513590216636658,0.2383210062980651,00_Short Serve/2022-08-30_18-27-08_dataset_set1_134_010324_010347_A_00.mp4,00_Short Serve,train,ok,
29,29,1,0.3628610212805618,0.6846559047698975,0.285869300365448,00_Short Serve/2022-08-30_18-27-08_dataset_set1_141_010977_011006_A_00.mp4,00_Short Serve,train,ok,
21,21,1,0.556634100524739,0.6414872407913208,0.2029033005237579,00_Short Serve/2022-08-30_18-27-08_dataset_set1_147_011456_011477_B_00.mp4,00_Short Serve,test,ok,
28,28,1,0.3010114143502804,0.6471655964851379,0.2628387808799743,00_Short Serve/2022-08-30_18-27-08_dataset_set1_150_011747_011775_A_00.mp4,00_Short Serve,train,ok,
25,25,1,0.47538986291657,0.635675311088562,0.2367889881134033,00_Short Serve/2022-08-30_18-27-08_dataset_set1_156_012112_012137_B_00.mp4,00_Short Serve,train,ok,
33,33,3,0.5938669617071417,0.39810484647750854,0.14659762382507324,00_Short Serve/2022-08-30_18-27-08_dataset_set1_160_012422_012455_B_00.mp4,00_Short Serve,train,ok,wrist_tiebreak
29,29,1,0.3851962275575844,0.6683018803596497,0.2808293998241424,00_Short Serve/2022-08-30_18-27-08_dataset_set1_161_012685_012714_A_00.mp4,00_Short Serve,val,ok,
21,21,1,0.4462073964660885,0.6263984441757202,0.1613958328962326,00_Short Serve/2022-08-30_18-27-08_dataset_set1_176_013443_013464_B_00.mp4,00_Short Serve,test,ok,
28,28,1,0.3030378251564887,0.6676183342933655,0.0935690402984619,00_Short Serve/2022-08-30_18-27-08_dataset_set1_187_014045_014073_A_00.mp4,00_Short Serve,test,ok,
27,27,1,0.3607552089122576,0.6666256189346313,0.289480596780777,00_Short Serve/2022-08-30_18-27-08_dataset_set1_193_014524_014551_A_00.mp4,00_Short Serve,train,ok,
23,23,1,0.5283956008893139,0.6602219343185425,0.2587026953697204,00_Short Serve/2022-08-30_18-27-08_dataset_set1_200_014954_014977_B_00.mp4,00_Short Serve,train,ok,
21,21,1,0.3167960503481742,0.6406790018081665,0.2353890836238861,00_Short Serve/2022-08-30_18-27-08_dataset_set1_209_015456_015477_A_00.mp4,00_Short Serve,train,ok,
24,24,1,0.3832406100675629,0.6838675141334534,0.3012135028839111,00_Short Serve/2022-08-30_18-27-08_dataset_set1_211_015735_015759_A_00.mp4,00_Short Serve,test,ok,
25,25,1,0.3226153609287642,0.6504397988319397,0.2579271495342254,00_Short Serve/2022-08-30_18-27-08_dataset_set1_215_016189_016214_A_00.mp4,00_Short Serve,train,ok,
25,25,1,0.3652066368202519,0.7093613743782043,0.4393711686134338,00_Short Serve/2022-08-30_18-27-08_dataset_set1_220_016514_016539_B_00.mp4,00_Short Serve,train,ok,
26,26,1,0.3894397063302134,0.6760799884796143,0.2847722768783569,00_Short Serve/2022-08-30_18-27-08_dataset_set1_225_016876_016902_A_00.mp4,00_Short Serve,train,ok,
23,23,1,0.3061708117296252,0.6385093331336975,0.2508810460567474,00_Short Serve/2022-08-30_18-27-08_dataset_set1_234_017506_017529_A_00.mp4,00_Short Serve,test,ok,
23,23,1,0.4836359043936369,0.6408727169036865,0.2004733979701995,00_Short Serve/2022-08-30_18-27-08_dataset_set1_238_017864_017887_B_00.mp4,00_Short Serve,test,ok,
21,21,1,0.3938827457370351,0.6570884585380554,0.2133035957813263,00_Short Serve/2022-08-30_18-27-08_dataset_set1_242_018184_018205_B_00.mp4,00_Short Serve,train,ok,
43,43,1,0.3579165200739419,0.6658310890197754,0.3018208146095276,00_Short Serve/2022-08-30_18-27-08_dataset_set1_247_018524_018567_A_00.mp4,00_Short Serve,train,ok,
26,26,1,0.4036582181936224,0.6478432416915894,0.2604969441890716,00_Short Serve/2022-08-30_18-27-08_dataset_set1_257_019116_019142_A_00.mp4,00_Short Serve,train,ok,
34,34,1,0.2826699480736616,0.6741819977760315,0.2703362703323364,00_Short Serve/2022-08-30_18-38-37_dataset_set1_018_001970_002004_B_00.mp4,00_Short Serve,train,ok,
25,25,1,0.2700515082354181,0.6755561828613281,0.2645931541919708,00_Short Serve/2022-08-30_18-38-37_dataset_set1_022_002479_002504_B_00.mp4,00_Short Serve,train,ok,
27,27,1,0.2933284007900786,0.6715991497039795,0.2552885115146637,00_Short Serve/2022-08-30_18-38-37_dataset_set1_032_003542_003569_B_00.mp4,00_Short Serve,train,ok,
26,26,1,0.2881838202951743,0.6758556962013245,0.2587145566940307,00_Short Serve/2022-08-30_18-38-37_dataset_set1_036_003896_003922_B_00.mp4,00_Short Serve,train,ok,
27,27,1,0.300289170434308,0.6780862212181091,0.2685761153697967,00_Short Serve/2022-08-30_18-38-37_dataset_set1_038_004183_004210_B_00.mp4,00_Short Serve,val,ok,
27,27,1,0.2453903127596442,0.6789728403091431,0.301706314086914,00_Short Serve/2022-08-30_18-38-37_dataset_set1_046_004903_004930_B_00.mp4,00_Short Serve,train,ok,
25,25,1,0.2918879456318321,0.668156623840332,0.2589529156684875,00_Short Serve/2022-08-30_18-38-37_dataset_set1_056_005859_005884_B_00.mp4,00_Short Serve,test,ok,
29,29,1,0.2528614521647555,0.6644905209541321,0.2639811933040619,00_Short Serve/2022-08-30_18-38-37_dataset_set1_064_006367_006396_B_00.mp4,00_Short Serve,train,ok,
31,31,2,0.2900373002823965,0.6794028878211975,0.2838942110538482,00_Short Serve/2022-08-30_18-38-37_dataset_set1_090_008254_008285_B_00.mp4,00_Short Serve,train,ok,
26,26,1,0.3102047727946039,0.6799026727676392,0.2480302155017852,00_Short Serve/2022-08-30_18-48-24_dataset_set1_062_008290_008316_A_00.mp4,00_Short Serve,val,ok,
29,29,1,0.3832284360016184,0.6599203944206238,0.2951306402683258,00_Short Serve/2022-08-30_18-48-24_dataset_set1_084_011256_011285_A_00.mp4,00_Short Serve,train,ok,
29,29,1,0.3529947388768437,0.6444854140281677,0.2557892799377441,00_Short Serve/2022-08-30_18-48-24_dataset_set1_127_016403_016432_A_00.mp4,00_Short Serve,train,ok,
28,28,1,0.4455652854681884,0.6840987801551819,0.2730711698532104,00_Short Serve/2022-08-30_18-48-24_dataset_set1_130_016777_016805_A_00.mp4,00_Short Serve,train,ok,
26,26,1,0.2310555205998105,0.6250944137573242,0.1198260486125946,00_Short Serve/2022-08-30_18-59-37_dataset_set1_008_001092_001118_A_00.mp4,00_Short Serve,train,ok,
27,27,1,0.45654546795961,0.631446361541748,0.2892498970031738,00_Short Serve/2022-08-30_18-59-37_dataset_set1_053_005500_005527_B_00.mp4,00_Short Serve,train,ok,
31,31,2,0.4609603994173945,0.6453813314437866,0.2434811890125274,00_Short Serve/2022-08-30_18-59-37_dataset_set1_056_006074_006105_A_00.mp4,00_Short Serve,train,ok,
27,27,1,0.4714999025768203,0.6291843056678772,0.2487575858831405,00_Short Serve/2022-08-30_18-59-37_dataset_set1_082_008970_008997_B_00.mp4,00_Short Serve,train,ok,
32,32,1,0.4564294164530351,0.6317110061645508,0.2861836552619934,00_Short Serve/2022-08-30_18-59-37_dataset_set1_090_009460_009492_B_00.mp4,00_Short Serve,train,ok,area_reextracted
26,26,1,0.535735955036078,0.6214161515235901,0.266924649477005,00_Short Serve/2022-08-30_18-59-37_dataset_set1_096_010077_010103_B_00.mp4,00_Short Serve,train,ok,
24,24,1,0.588222623462281,0.6115222573280334,0.2821360230445862,00_Short Serve/2022-08-30_18-59-37_dataset_set1_112_012185_012209_B_00.mp4,00_Short Serve,test,ok,area_reextracted
35,35,1,0.3595672520277862,0.6351646184921265,0.2948717474937439,00_Short Serve/2022-08-30_18-59-37_dataset_set1_116_012514_012549_B_00.mp4,00_Short Serve,train,ok,
54,54,1,0.4237201533227979,0.6397110223770142,0.2721960842609405,00_Short Serve/2022-08-30_18-59-37_dataset_set1_123_013002_013056_B_00.mp4,00_Short Serve,train,ok,
27,27,1,0.494966196974347,0.6325246691703796,0.3116679787635803,00_Short Serve/2022-08-30_18-59-37_dataset_set1_134_014506_014533_B_00.mp4,00_Short Serve,train,ok,area_reextracted
34,34,1,0.3567798653689943,0.6440728902816772,0.0895026549696922,00_Short Serve/2022-08-30_18-59-37_dataset_set1_140_015226_015260_B_00.mp4,00_Short Serve,train,ok,
26,26,1,0.4870253838598901,0.6423447132110596,0.2902091145515442,00_Short Serve/2022-08-30_18-59-37_dataset_set1_149_015865_015891_B_00.mp4,00_Short Serve,train,ok,
16,16,1,0.4774003805400797,0.617246150970459,0.3116266131401062,00_Short Serve/2022-08-30_18-59-37_dataset_set1_168_017325_017341_B_00.mp4,00_Short Serve,train,ok,area_reextracted
25,25,1,0.3410564296040284,0.6556330919265747,0.1928445398807525,00_Short Serve/2022-08-30_19-10-16_dataset_set1_145_012257_012282_B_00.mp4,00_Short Serve,train,ok,
19,19,1,0.4365076419450592,0.6667159795761108,0.2196342200040817,00_Short Serve/2022-08-30_19-19-43_dataset_set1_000_001149_001168_B_00.mp4,00_Short Serve,train,ok,
18,18,1,0.4154583947468716,0.681066632270813,0.2477906197309494,00_Short Serve/2022-08-30_19-19-43_dataset_set1_006_001643_001661_B_00.mp4,00_Short Serve,train,ok,
17,17,1,0.4487180314047741,0.6478061676025391,0.2317517101764679,00_Short Serve/2022-08-30_19-19-43_dataset_set1_016_002783_002800_B_00.mp4,00_Short Serve,train,ok,
20,20,1,0.5942528044110457,0.6884320974349976,0.2591137290000915,00_Short Serve/2022-08-30_19-19-43_dataset_set1_018_003047_003067_B_00.mp4,00_Short Serve,train,ok,area_reextracted
22,22,1,0.4793293587714033,0.6623599529266357,0.2954683899879455,00_Short Serve/2022-08-30_19-19-43_dataset_set1_033_003706_003728_B_00.mp4,00_Short Serve,train,ok,
28,28,1,0.3983006852164654,0.6445285677909851,0.242579311132431,00_Short Serve/2022-08-30_19-19-43_dataset_set1_036_004007_004035_A_00.mp4,00_Short Serve,train,ok,
22,22,1,0.5491441852102785,0.653935432434082,0.2280932962894439,00_Short Serve/2022-08-30_19-19-43_dataset_set1_067_005761_005783_B_00.mp4,00_Short Serve,val,ok,
21,21,1,0.7779384353210188,0.6432541608810425,0.32004550099372864,00_Short Serve/2022-08-30_19-19-43_dataset_set1_072_006147_006168_B_00.mp4,00_Short Serve,test,ok,wrist_tiebreak
29,29,1,0.623517497623657,0.6645681262016296,0.12768271565437317,00_Short Serve/2022-08-30_19-19-43_dataset_set1_079_006861_006890_A_00.mp4,00_Short Serve,train,ok,wrist_tiebreak
27,27,1,0.4990629193589948,0.6531547904014587,0.2697595953941345,00_Short Serve/2022-08-30_19-19-43_dataset_set1_083_007292_007319_A_00.mp4,00_Short Serve,train,ok,area_motion
19,19,3,0.8111121578308794,0.5129482746124268,0.2054402083158493,00_Short Serve/2022-08-30_19-19-43_dataset_set1_086_007642_007661_B_00.mp4,00_Short Serve,train,ok,wrist_tiebreak
23,23,1,0.4942505201164177,0.6345245242118835,0.1611124873161316,00_Short Serve/2022-08-30_19-19-43_dataset_set1_091_007999_008022_B_00.mp4,00_Short Serve,val,ok,
20,20,1,0.5078197544508654,0.6551350951194763,0.2720076441764831,00_Short Serve/2022-08-30_19-19-43_dataset_set1_130_010062_010082_B_00.mp4,00_Short Serve,train,ok,
20,20,1,0.4573840462335524,0.6493279337882996,0.2748089730739593,00_Short Serve/2022-08-30_19-19-43_dataset_set1_151_012035_012055_B_00.mp4,00_Short Serve,train,ok,
32,32,1,0.574696070482844,0.6620550751686096,0.1209343075752258,00_Short Serve/2022-08-30_19-19-43_dataset_set1_156_012612_012644_A_00.mp4,00_Short Serve,train,ok,
30,30,1,0.3897134254802972,0.6537753343582153,0.2362931221723556,00_Short Serve/2022-08-30_19-19-43_dataset_set1_169_014113_014143_A_00.mp4,00_Short Serve,train,ok,
24,24,1,0.5561553412002316,0.6620349287986755,0.2317372858524322,00_Short Serve/2022-08-30_19-19-43_dataset_set1_173_014674_014698_B_00.mp4,00_Short Serve,train,ok,
